x_mm,y_mm,z_mm,value_normalized,raw_max,units
4.3974,-7.8716,42.8520,3.721645e-01,7.146742e+02,1/1
-7.4004,-6.9771,39.8185,4.549756e-01,7.146742e+02,1/1
6.9704,0.0000,91.2419,9.568093e-01,7.146742e+02,1/1
2.0375,-8.5849,21.8675,6.862535e-01,7.146742e+02,1/1
-2.3939,8.6976,20.4262,6.846537e-01,7.146742e+02,1/1
5.0558,-7.5442,93.2330,9.572129e-01,7.146742e+02,1/1
3.8414,-8.5629,22.4238,6.864502e-01,7.146742e+02,1/1
4.8885,7.6122,23.7316,6.767333e-01,7.146742e+02,1/1
0.8571,1.2345,24.3697,6.648530e-01,7.146742e+02,1/1
-7.3051,-5.4567,19.7740,7.020296e-01,7.146742e+02,1/1
-3.8298,3.2654,7.9598,7.043961e-01,7.146742e+02,1/1
4.5629,-1.5513,9.0494,7.044057e-01,7.146742e+02,1/1
-6.3364,6.4197,20.4300,6.928687e-01,7.146742e+02,1/1
7.3109,5.4494,19.7918,6.970639e-01,7.146742e+02,1/1
10.7662,-0.0000,58.0699,1.115099e-01,7.146742e+02,1/1
-6.4317,2.6925,18.6176,6.955111e-01,7.146742e+02,1/1
-11.2287,0.0638,17.6545,7.033939e-01,7.146742e+02,1/1
11.2287,-0.0690,17.6514,7.014213e-01,7.146742e+02,1/1
6.4362,-2.7003,18.6287,6.965893e-01,7.146742e+02,1/1
8.6375,-3.6065,40.9818,4.272480e-01,7.146742e+02,1/1
7.6412,-3.2273,86.9899,9.288267e-01,7.146742e+02,1/1
7.9000,3.7922,17.1155,6.988959e-01,7.146742e+02,1/1
-4.1669,0.1996,7.2125,7.063790e-01,7.146742e+02,1/1
-7.8969,-3.8053,17.1155,7.025254e-01,7.146742e+02,1/1
7.3646,-3.7813,15.2977,6.978623e-01,7.146742e+02,1/1
-9.2342,-0.2042,19.1882,7.008530e-01,7.146742e+02,1/1
-7.3752,3.7625,15.3086,6.964402e-01,7.146742e+02,1/1
3.8426,-6.5343,12.0859,7.032251e-01,7.146742e+02,1/1
-2.6972,2.6114,9.3281,7.038982e-01,7.146742e+02,1/1
9.2367,0.1998,19.1999,6.991778e-01,7.146742e+02,1/1
-1.7011,0.1074,27.6158,6.380178e-01,7.146742e+02,1/1
-3.0789,-6.7989,88.2678,9.323123e-01,7.146742e+02,1/1
-5.7436,3.8009,20.9864,6.888067e-01,7.146742e+02,1/1
1.8858,3.7153,7.1896,7.053492e-01,7.146742e+02,1/1
-2.1223,-7.7821,38.4541,4.735031e-01,7.146742e+02,1/1
