run_id,outer_diameter_mm,period_mm,groove_depth_mm,h_over_d,sspp_status,mask,carrier_hz,changed_variable,claim_status
RUN_V6_SEED_00116,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00117,377,32.010281902793295,14,0.4373594722631395,WEAK_OR_UNFORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00118,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00119,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00120,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00121,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00122,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00123,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00124,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00125,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00126,377,32.010281902793295,24,0.7497590953082391,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00127,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,ALL_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00128,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,ALL_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00129,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,ALL_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00130,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,RUN_35_OF_37,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00131,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,RUN_35_OF_37,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00132,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,RUN_35_OF_37,1683456,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00133,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,4096,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00134,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,20480,seed_grid,SIMULATION_ESTIMATE
RUN_V6_SEED_00135,377,32.010281902793295,48,1.4995181906164783,WELL_FORMED_CANDIDATE,STEER_33_ACTIVE,1683456,seed_grid,SIMULATION_ESTIMATE
